,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,"key_stats_acc_perf_NO_NA_enhanced.csv"")Held by Institutions"
62,2007-02-19 17:27:55,1171877275.0,aapl,10.95,44.02,1455.540039,-7.33,51.35,N/A,30.74,3.55,6.53,11.74,14.63,11.85,24.77,24.308,73110000000.0,61240000000.0,N/A,1.31,2.96,17.819,2.96,5600000000.0,17.819,2430000000.0,2.76,77.70,23.80,11870000000.0,13.771,N/A,2.271,13.052,3750000000.0,2.4,0.12,,25680000.0,0.7,3.00,24460000.0,1.0,68.80
63,2008-01-23 06:28:45,1201040925.0,aapl,17.95,-36.49,1338.599976,-38.18,1.69,N/A,39.59,5.89,9.69,14.56,18.37,12.95,28.52,27.766,1.3627e+11,N/A,N/A,1.43,N/A,N/A,N/A,8150000000.0,N/A,3500000000.0,3.93,66.80,28.50,15390000000.0,17.573,N/A,2.361,16.659,5470000000.0,2.04,0.69,,21290000.0,0.6,2.40,20140000.0,0.0,67.10
64,2008-10-27 05:55:02,1225058102.0,aapl,11.88,114.39,848.919983,25.27,89.12,N/A,17.99,2.69,4.15,14.88,19.32,12.08,27.19,36.841,85620000000.0,61130000000.0,N/A,0.86,1.88,9.059,1.88,8150000000.0,9.059,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.70,,22360000.0,0.6,2.50,25690000.0,1.0,66.80
65,2008-10-29 21:14:51,1225286091.0,aapl,13.49,87.84,930.090027,14.62,73.22,N/A,19.51,2.73,4.22,14.88,19.32,12.08,27.19,36.841,92870000000.0,64260000000.00001,N/A,0.90,1.98,9.523,1.98,8150000000.0,9.523,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.70,,22360000.0,0.6,2.50,25690000.0,1.0,66.80
66,2008-10-31 22:34:03,1225463643.0,aapl,13.88,78.89,968.75,7.63,71.26,N/A,20.08,3.04,4.69,14.88,19.32,12.08,27.19,36.841,95570000000.0,74150000000.0,N/A,1.00,2.28,10.988,2.28,8150000000.0,10.988,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.70,,24200000.0,0.4,2.80,22360000.0,1.0,66.80
67,2008-12-03 23:41:54,1228318914.0,aapl,12.37,104.93,870.73999,26.32,78.61,N/A,17.90,2.53,3.91,14.88,19.32,12.08,27.19,36.841,85190000000.0,57650000000.0,N/A,0.86,1.78,8.544,1.78,11150000000.0,8.544,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.70,,26760000.0,0.6,3.00,28080000.0,1.0,67.70
68,2008-12-07 14:27:24,1228631244.0,aapl,11.8,106.61,845.219971,30.53,76.08,N/A,17.54,2.50,3.86,14.88,19.32,12.08,27.19,36.841,83500000000.0,59010000000.0,N/A,0.87,1.82,8.745,1.82,11150000000.0,8.745,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.70,,26760000.0,0.6,3.00,28080000.0,1.0,67.70
69,2008-12-16 01:57:34,1229363854.0,aapl,12.31,104.47,913.179993,21.46,83.01,N/A,17.68,2.69,4.15,14.88,19.32,12.08,27.19,36.841,84170000000.0,62810000000.0,N/A,0.95,1.93,9.307,1.93,11150000000.0,9.307,4830000000.0,5.36,25.70,27.00,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.70,,21920000.0,0.4,2.50,26760000.0,1.0,68.10
70,2008-12-17 02:12:01,1229451121.0,aapl,11.5,115.3,904.419983,21.19,94.11,N/A,17.81,2.59,4.00,14.88,19.32,12.08,27.19,36.841,84830000000.0,59740000000.0,N/A,0.92,1.84,8.852,1.84,11150000000.0,8.852,4830000000.0,5.36,25.70,27.00,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.9,0.70,,21920000.0,0.4,2.50,26760000.0,1.0,68.10
71,2009-01-01 01:31:55,1230744715.0,aapl,11.18,141.32,869.419983,29.53,111.79,N/A,15.93,2.36,3.64,14.88,19.32,12.08,27.19,36.841,75870000000.0,52220000000.0,N/A,0.84,1.61,7.738,1.61,11150000000.0,7.738,4830000000.0,5.36,25.70,27.00,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.9,0.70,,21920000.0,0.4,2.50,26760000.0,1.0,68.00
72,2009-01-12 07:25:12,1231716312.0,aapl,11.44,134.27,870.26001,30.56,103.71,N/A,16.91,2.54,3.92,14.88,19.32,12.08,27.19,36.841,80520000000.0,56030000000.0,N/A,0.92,1.73,8.303,1.73,11150000000.0,8.303,4830000000.0,5.36,25.70,27.00,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.87,0.70,,21330000.0,0.6,2.40,21920000.0,1.0,68.00
73,2009-10-22 17:48:46,1256204926.0,aapl,26.48,49.81,1092.910034,8.25,41.56,N/A,35.70,5.31,7.09,14.97,19.98,10.81,22.74,38.821,1.8294e+11,159350000000.0,N/A,1.51,4.61,21.19,4.61,11150000000.0,21.19,5180000000.0,5.72,14.60,11.70,24220000000.0,27.039,N/A,2.111,28.900999,11340000000.0,1.49,0.67,,15990000.0,0.9,1.80,15990000.0,1.0,72.10
74,2009-11-12 14:53:38,1258008818.0,aapl,26.06,52.53,1087.23999,10.3,42.23,N/A,32.45,5.01,6.57,15.61,20.96,10.25,23.35,40.914,1.8382e+11,159600000000.0,N/A,1.47,4.37,19.146,4.37,13140000000.0,19.146,5700000000.0,6.289,46.60,25.00,23460000000.0,26.051,N/A,1.881,30.931,10160000000.0,1.5,0.67,,15840000.0,1.80,1.80,15990000.0,1.0,71.80
75,2011-05-22 15:41:19,1306050079.0,aapl,43.94,64.82,1343.599976,-2.05,66.87,N/A,15.97,3.60,5.12,22.36,29.02,20.88,38.78,95.33,3.1e+11,280760000000.0,11.77,0.66,3.21,10.50,3.21,25680000000.0,10.50,19550000000.0,20.99,94.80,82.70,29230000000.0,31.61,0.00,1.93,66.49,310000000000.0,1.14,0.65,,13350000.0,0.80,1.50,11550000.0,1.0,70.80
76,2011-09-02 04:10:00,1314907800.0,aapl,48.27,80.8,1173.969971,20.15,60.65,N/A,15.07,3.56,5.14,23.53,30.43,22.25,41.99,108.95,3.5325e+11,328380000000.0,11.86,0.63,3.27,10.24,3.27,25680000000.0,10.24,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,353250000000.0,1.08,0.65,,12540000.0,0.50,1.40,11770000.0,1.0,70.80
77,2011-09-24 00:15:37,1316794537.0,aapl,53.18,70.25,1166.76001,25.16,45.09,N/A,15.99,3.71,5.37,23.53,30.43,22.25,41.99,108.95,3.7482e+11,344130000000.0,12.44,0.65,3.43,10.73,3.43,25680000000.0,10.73,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,374820000000.0,1.07,0.65,,15160000.0,0.60,N/A,12540000.0,1.0,70.80
78,2011-09-24 05:43:35,1316814215.0,aapl,53.18,70.25,1166.76001,25.16,45.09,N/A,15.99,3.71,5.37,23.53,30.43,22.25,41.99,108.95,3.7482e+11,346430000000.0,12.44,0.65,3.45,10.80,3.45,25680000000.0,10.80,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,374820000000.0,1.07,0.65,,15160000.0,0.60,N/A,12540000.0,1.0,70.80
79,2011-10-08 05:59:01,1318024741.0,aapl,48.81,77.03,1144.030029,27.74,49.29,N/A,14.63,3.49,5.04,23.53,30.43,22.25,41.99,108.95,3.4284e+11,314440000000.0,11.28,0.59,3.13,9.80,3.13,25680000000.0,9.80,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,342840000000.0,0.87,0.65,,14330000.0,0.80,N/A,15160000.0,1.0,70.80
80,2011-10-14 06:15:31,1318544131.0,aapl,54.45,52.53,1224.579956,16.98,35.55,N/A,16.16,3.72,5.38,23.53,30.43,22.25,41.99,108.95,3.7865e+11,350260000000.0,12.41,0.63,3.49,10.92,3.49,25680000000.0,10.92,23610000000.0,25.28,124.70,82.00,28400000000.0,30.63,0.00,1.75,74.81,378650000000.0,0.87,0.65,,11690000.0,0.60,N/A,14330000.0,1.0,70.80
81,2011-11-03 17:19:46,1320311986.0,aapl,52.01,43.72,1261.150024,12.14,31.58,N/A,14.42,3.41,4.82,23.95,31.22,22.05,41.67,117.12,3.7098e+11,343350000000.0,10.35,0.57,3.17,9.64,3.17,43820000000.0,9.64,25920000000.0,27.68,53.70,39.00,25950000000.0,27.93,0.00,1.61,82.45,370980000000.0,0.89,0.65,,12010000.0,0.50,N/A,11690000.0,1.0,70.80
82,2012-01-08 08:59:52,1325984392.0,aapl,53.94,26.46,1281.060059,14.12,12.34,N/A,15.26,3.59,5.07,23.95,31.22,22.05,41.67,117.12,3.9258e+11,366630000000.0,10.85,0.65,3.39,10.31,3.39,43820000000.0,10.31,25920000000.0,27.68,53.70,39.00,25950000000.0,27.92,0.00,1.61,82.45,37530000000.0,0.82,0.64,,10590000.0,0.80,1.20,11620000.0,1.0,70.20
83,2012-05-15 15:13:11,1337065991.0,aapl,71.38,-20.8,1330.660034,24.66,-45.46,N/A,13.67,3.67,5.09,27.13,35.69,25.84,47.10,153.11,5.2463e+11,504930000000.0,10.41,0.62,3.55,9.48,3.55,43820000000.0,9.48,38620000000.0,41.04,94.10,58.90,28540000000.0,30.52,0.00,1.58,109.63,53070000000.0,0.94,0.64,,11380000.0,0.40,1.20,8090000.0,0.0,70.20
84,2012-09-23 15:53:29,1348386809.0,aapl,90.54,-28.1,1460.26001,16.54,-44.64,N/A,16.45,4.40,5.86,26.97,35.62,24.57,44.32,159.61,6.5627e+11,628610000000.0,13.22,0.69,4.22,11.26,4.22,43820000000.0,11.26,40130000000.0,42.55,20.70,22.60,27650000000.0,29.50,0.00,1.57,119.22,52150000000.0,0.88,0.05,,13590000.0,1.00,1.50,13280000.0,0.0,68.70
85,2012-10-11 20:20:07,1349958007.0,aapl,81.39,-19.66,1432.839966,18.87,-38.53,N/A,14.76,4.04,5.38,26.97,35.62,24.57,44.32,159.61,5.8878e+11,568400000000.0,11.75,0.62,3.82,10.18,3.82,43820000000.0,10.18,40130000000.0,42.55,20.70,22.60,27650000000.0,29.50,0.00,1.57,119.22,52150000000.0,0.86,0.05,,15120000.0,0.90,1.60,14520000.0,0.0,68.00
86,2012-10-21 05:19:34,1350767974.0,aapl,81.98,-15.61,1457.339966,19.72,-35.33,N/A,14.33,3.99,5.31,26.97,35.62,24.57,44.32,159.61,5.7167e+11,544010000000.0,11.45,0.62,3.66,9.75,3.66,43820000000.0,9.75,40130000000.0,42.55,20.70,22.60,27650000000.0,29.50,0.00,1.57,119.22,52150000000.0,0.86,0.05,,15120000.0,0.90,1.60,14520000.0,0.0,68.00
87,2013-01-20 19:31:49,1358681509.0,aapl,65.45,10.25,1480.939941,24.16,-13.91,N/A,11.33,3.02,3.99,26.67,35.30,23.61,42.84,167.42,4.7035e+11,441220000000.0,8.79,0.50,2.82,7.54,2.82,68660000000.0,7.54,41730000000.0,44.15,24.20,27.20,29130000000.0,30.97,0.00,1.50,125.86,50860000000.0,0.93,0.05,,17860000.0,0.80,1.90,19130000.0,0.0,68.00
88,2013-04-23 03:01:29,1366657289.0,aapl,53.18,32.47,1578.780029,18.79,13.68,N/A,9.04,2.23,2.88,25.35,33.46,20.58,38.41,175.80,3.7437e+11,326910000000.0,8.13,0.43,1.99,5.52,1.99,68660000000.0,5.52,41750000000.0,44.11,0.10,17.70,39820000000.0,42.40,0.00,1.54,135.62,56730000000.0,0.66,0.03,,20010000.0,1.20,2.10,20500000.0,1.0,64.10
89,2013-05-16 23:28:32,1368718112.0,aapl,57.28,40.83,1650.469971,13.78,27.05,N/A,10.37,2.38,2.98,23.46,30.92,18.91,33.34,180.22,4.0792e+11,386040000000.0,9.85,0.55,2.28,6.73,2.28,68660000000.0,6.73,39670000000.0,41.90,17.90,11.30,39140000000.0,41.70,0.00,1.78,144.12,55260000000.0,0.65,0.03,,41590000.0,2.30,4.40,20070000.0,1.0,64.10
90,2013-08-11 02:30:32,1376159432.0,aapl,61.17,49.04,1697.47998,14.11,34.93,13.75,11.33,2.47,3.40,22.28,29.46,17.20,32.11,181.40,4.1287e+11,394500000000.0,10.73,0.64,2.33,7.06,2.33,68660000000.0,7.06,37750000000.0,40.11,21.80,0.90,42680000000.0,46.97,16960000000.0,1.88,135.79,52890000000.0,0.87,0.04,,26040000.0,2.10,2.80,27730000.0,1.0,62.00
91,2013-06-19 09:57:38,1371607058.0,abbv,37.02,30.36,1628.930054,20.29,10.07,512.61,12.88,3.72,23.32,28.92,36.65,18.41,71.43,11.73,68960000000.0,76110000000.0,13.48,2.05,4.11,9.69,4.11,13870000000.0,9.69,5360000000.0,3.38,9.60,3.70,7480000000.0,4.72,15160000000.0,2.21,1.87,5940000000.0,1.81,0.02,,11400000.0,2.10,0.70,11000000.0,1.0,6.30
92,2003-10-26 16:06:32,1067155592.0,abc,12.4,-12.82,1033.77002,5.9,-18.72,0.592,30.65,0.14,1.69,0.86,1.73,3.56,11.90,211.815,6380000000.0,8449999999.999999,12.78,0.84,0.17,9.29,0.17,2020000000.0,9.29,416660000.0,1.86,175.70,179.40,224820000.0,2.01,2300000000.0,1.471,34.77,N/A,0.121,1.97,,6260000.0,2.874,5.70,5980000.0,0.0,88.58
93,2004-01-28 07:37:34,1075246654.0,abc,11.78,3.06,1128.47998,4.08,-1.02,0.429,14.10,0.12,1.52,0.90,1.78,3.76,11.95,432.868,6320000000.0,7780000000.0,12.20,0.91,0.15,8.01,0.15,2250000000.0,8.01,456960000.0,3.998,27.90,9.80,283220000.0,2.53,1770000000.0,1.452,36.89,354820000.0,0.123,2.00,,5480000.0,2.458,4.98,5780000.0,0.0,84.35
94,2004-05-16 19:24:15,1084706655.0,abc,12.4,10.56,1096.439941,6.32,4.24,0.412,14.05,0.13,1.55,0.93,1.78,3.94,12.09,441.08,6620000000.0,7710000000.0,13.08,0.95,0.15,7.75,0.15,2250000000.0,7.75,482700000.0,4.198,27.90,9.80,663760000.0,5.91,1750000000.0,1.365,37.967999,566770000.0,0.122,1.96,,5400000.0,4.396,4.91,4860000.0,0.0,86.21
95,2004-10-20 01:31:26,1098207086.0,abc,10.76,48.23,1103.660034,6.72,41.51,0.331,12.13,0.11,1.36,0.95,1.77,4.06,12.00,445.314,5860000000.0,6510000000.0,12.58,0.91,0.12,6.5,0.12,2250000000.0,6.5,495930000.0,4.294,27.90,9.80,903170000.0,8.03,1460000000.0,1.39,39.075001,992100000.0,0.071,1.99,,7530000.0,5.682,6.84,6800000.0,1.0,90.22
96,2005-01-08 07:45:42,1105141542.0,abc,12.17,44.29,1183.73999,7.58,36.71,0.332,14.25,0.11,1.47,0.88,1.63,3.89,11.09,451.509,6090000000.0,6670000000.0,12.87,1.08,0.13,7.08,0.13,2180000000.0,7.08,468390000.0,4.062,6.20,7.10,871340000.0,8.29,1440000000.0,1.359,39.556,825080000.0,0.033,1.73,,8090000.0,5.677,7.83,8760000.0,1.0,95.00
97,2005-03-30 19:52:42,1112183562.0,abc,11.8,71.53,1181.410034,10.06,61.47,0.291,14.67,0.11,1.36,0.81,1.48,3.62,10.10,460.193,6160000000.0,6710000000.0,14.07,1.23,0.13,7.68,0.13,2180000000.0,7.68,430770000.0,3.78,6.20,7.10,529540000.0,4.77,1230000000.0,1.343,39.708,1400000000.0,0.024,1.18,,5510000.0,4.345,5.02,4260000.0,1.0,93.01
98,2005-05-26 01:50:44,1117043444.0,abc,13.85,35.45,1197.619995,6.89,28.56,0.23,19.23,0.13,1.65,0.72,1.32,3.25,9.01,466.43,6870000000.0,14150000000.0,16.57,1.45,0.27,17.97,0.27,2180000000.0,17.97,385260000.0,3.43,6.20,7.10,1150000000.0,11.07,957800000.0,1.258,39.949001,688700000.0,0.031,1.06,,7780000.0,4.636,7.54,6390000.0,1.0,95.00
99,2005-12-04 08:46:13,1133657173.0,abc,16.81,18.02,1264.670044,11.42,6.6,0.223,32.05,0.15,1.92,0.49,1.22,3.61,6.77,516.503,8250000000.0,7880000000.0,N/A,1.47,0.14,10.568,0.14,2180000000.0,10.568,291920000.0,2.48,78.80,4.00,1320000000.0,12.676,952710000.0,1.32,41.382999,1530000000.0,N/A,0.57,,5200000.0,4.8,5.10,7700000.0,1.0,100.70
100,2007-02-20 06:12:02,1171923122.0,abc,23.38,-17.88,1459.680054,-6.83,-11.05,0.308,22.69,0.17,2.66,0.78,1.24,3.90,11.92,314.734,10400000000.0,10370000000.0,N/A,1.52,0.16,11.573,0.16,2230000000.0,11.573,492220000.0,2.42,25.60,14.10,1240000000.0,6.566,1210000000.0,1.198,20.795,864630000.0,0.87,3.29,,N/A,N/A,N/A,N/A,0.0,68.50
101,2007-04-05 16:11:07,1175760667.0,abc,22.96,-21.56,1443.76001,-5.08,-16.48,0.308,22.29,0.16,2.58,0.78,1.24,3.90,11.92,314.734,10220000000.0,10150000000.0,N/A,1.67,0.16,11.328,0.16,2230000000.0,11.328,492220000.0,2.42,25.60,14.10,1240000000.0,6.566,1210000000.0,1.198,20.795,864630000.0,0.74,3.35,,N/A,N/A,N/A,N/A,0.0,95.60
102,2008-01-23 20:34:05,1201091645.0,abc,20.11,-17.21,1338.599976,-38.18,20.97,0.396,18.24,0.12,2.52,0.71,1.23,4.06,13.64,356.809,7650000000.0,N/A,N/A,1.20,N/A,N/A,N/A,2330000000.0,N/A,493770000.0,2.50,28.20,4.80,1110000000.0,6.595,1230000000.0,1.109,18.290001,1210000000.0,0.47,0.69,,5900000.0,5.3,3.50,6500000.0,1.0,93.50
103,2009-02-09 08:47:34,1234140454.0,abc,17.15,42.1,869.890015,23.06,19.04,N/A,24.55,0.09,2.20,0.36,1.20,4.19,16.90,444.64,5980000000.0,6700000000.0,N/A,1.00,0.10,7.241,0.10,2049999999.9999998,7.241,473180000.0,1.58,1.10,0.20,470920000.0,3.052,1190000000.0,1.059,17.601,533730000.0,0.57,12.54,,3190000.0,2.1,2.10,4000000.0,1.0,83.40
104,2010-08-21 11:26:32,1282361192.0,abc,26.58,29.8,1094.160034,4.25,25.55,N/A,13.41,0.11,2.79,0.81,1.37,4.93,21.89,269.36,8060000000.0,8260000000.0,12.36,1.05,0.11,7.17,0.11,2100000000.0,7.17,625670000.0,2.16,37.40,6.60,1310000000.0,4.70,1360000000.0,1.09,10.43,8060000000.000001,0.64,0.69,,7540000.0,1.20,2.70,8900000.0,1.0,92.70
105,2011-07-08 00:04:15,1310054655.0,abc,38.93,-11.38,1343.800049,-15.12,3.74,42.86,17.89,0.15,3.76,0.86,1.45,5.02,22.78,284.55,11790000000.0,11240000000.0,15.49,1.36,0.14,8.95,0.14,2360000000.0,8.95,679310000.0,2.41,18.40,2.40,1910000000.0,6.98,1340000000.0,1.10,11.45,11790000000.0,0.77,0.71,,4820000.0,2.20,1.80,4410000.0,0.0,93.20
106,2012-02-28 18:01:38,1330423298.0,abc,34.76,26.84,1372.180054,10.48,16.36,66.41,14.57,0.12,3.35,0.88,1.54,5.16,24.15,300.87,9740000000.0,9280000000.0,11.91,1.06,0.12,6.78,0.12,2540000000.0,6.78,708240000.0,2.59,1.00,2.40,2370000000.0,9.19,1930000000.0,1.06,11.24,1700000000.0,0.77,0.73,,6160000.0,2.70,2.40,5580000.0,1.0,96.50
107,2013-04-25 01:02:00,1366822920.0,abc,50.07,19.77,1585.160034,17.55,2.22,59.73,19.22,0.16,5.54,0.90,1.58,5.07,27.11,327.31,12850000000.0,13850000000.0,15.17,1.52,0.17,9.69,0.17,2670000000.0,9.69,710450000.0,2.90,4.00,5.70,417400000.0,1.81,1400000000.0,0.96,10.16,632040000.0,0.66,0.18,,8500000.0,3.00,3.70,10490000.0,0.0,93.60
108,2004-09-20 13:31:02,1095658262.0,abt,14.52,3.58,1122.199951,8.83,-5.25,0.543,21.75,3.40,5.22,15.73,19.08,11.53,24.56,12.54,67000000000.0,71550000000.0,17.10,1.57,3.63,13.98,3.63,10210000000.0,13.98,3100000000.0,1.973,1.40,11.30,2420000000.0,1.55,6970000000.0,1.378,8.216,4480000000.0,0.259,6.63,,10380000.0,3.621,0.71,9490000.0,0.0,61.02
109,2004-10-23 22:48:08,1098542888.0,abt,14.21,6.97,1103.660034,6.72,0.25,0.543,20.44,3.28,5.00,16.08,19.08,11.58,24.54,12.427,63790000000.0,68330000000.0,16.21,1.52,3.49,13.35,3.49,10210000000.0,13.35,3150000000.0,1.999,1.40,11.30,2420000000.0,1.55,6970000000.0,1.378,8.216,4480000000.0,0.23,6.63,,9890000.0,3.561,0.68,10380000.0,0.0,60.92
110,2005-01-25 12:44:11,1106628251.0,abt,15.84,-5.87,1168.410034,8.24,-14.11,0.508,23.31,3.66,5.53,16.36,20.14,11.37,24.10,12.04,71530000000.0,76200000000.0,16.70,1.54,4.03,14.54,4.03,10210000000.0,14.54,3100000000.0,1.97,1.40,11.30,1910000000.0,1.23,6580000000.0,1.4,8.319,4250000000.0,0.246,6.63,,10790000.0,2.584,0.74,9690000.0,0.0,61.38
111,2005-02-28 19:21:54,1109589714.0,abt,15.87,-1.58,1203.599976,6.4,-7.98,0.508,23.15,3.81,5.56,16.36,20.14,11.37,24.10,12.04,71030000000.0,76730000000.0,16.59,1.69,4.05,14.64,4.05,10210000000.0,14.64,3100000000.0,1.97,1.40,11.30,1910000000.0,1.23,6580000000.0,1.4,8.319,4250000000.0,0.216,6.63,,7110000.0,1.952,0.49,10790000.0,0.0,67.36
112,2006-06-17 18:01:01,1150538461.0,abt,15.21,30.05,1230.040039,23.81,6.24,0.436,19.59,2.97,4.55,15.35,20.61,10.94,23.75,14.321,65290000000.0,69180000000.0,N/A,1.74,3.13,10.792,3.13,11700000000.0,10.792,3400000000.0,2.18,3.20,3.70,2400000000.0,1.576,6290000000.0,1.482,9.463,5820000000.0,0.13,0.26,,7620000.0,1.7,0.50,6730000.0,1.0,61.60
113,2006-07-18 12:32:14,1153197134.0,abt,16.03,23.02,1236.859985,25.01,-1.99,0.436,20.37,3.07,4.70,15.35,20.61,10.94,23.75,14.321,67890000000.0,71770000000.0,N/A,1.78,3.24,11.197,3.24,11700000000.0,11.197,3400000000.0,2.18,3.20,3.70,2400000000.0,1.576,6290000000.0,1.482,9.463,5820000000.0,0.14,0.26,,8800000.0,1.9,0.60,7620000.0,0.0,62.10
114,2007-01-13 21:19:42,1168694382.0,abt,18.29,21.43,1414.849976,0.39,21.04,0.604,24.54,3.46,4.94,14.21,20.44,10.17,21.20,14.547,77430000000.0,85830000000.0,N/A,2.01,3.85,13.127,3.85,11700000000.0,13.127,3170000000.0,2.06,5.20,3.50,1050000000.0,0.685,9450000000.0,1.355,10.186,5390000000.0,0.26,0.26,,12500000.0,2.8,0.80,12630000.0,1.0,66.60
115,2007-03-23 02:47:40,1174589260.0,abt,19.55,3.32,1436.109985,-9.59,12.91,0.883,48.79,3.75,5.98,7.64,18.98,9.07,12.06,14.692,84100000000.0,95410000000.0,N/A,1.92,4.25,15.143,4.25,12660000000.0,15.143,1720000000.0,1.12,N/A,2.80,1370000000.0,0.89,12410000000.0,0.944,9.142,5330000000.0,0.19,4.31,,14600000.0,2.3,0.90,13350000.0,1.0,65.80
116,2007-04-10 20:13:09,1176207189.0,abt,20.71,-3.38,1448.390015,-6.48,3.1,0.883,51.13,3.93,6.26,7.64,18.98,9.07,12.06,14.692,88120000000.0,99020000000.0,N/A,1.98,4.41,15.716,4.41,12660000000.0,15.716,1720000000.0,1.12,N/A,2.80,1370000000.0,0.89,12410000000.0,0.944,9.142,5330000000.0,0.27,4.31,,17450000.0,2.5,1.10,14600000.0,0.0,65.80
117,2007-06-03 02:36:35,1180809395.0,abt,20.57,1.22,1530.619995,-9.47,10.69,0.871,56.02,3.74,6.06,6.68,17.69,9.49,10.50,15.13,86720000000.0,97560000000.0,N/A,1.82,4.21,14.858,4.21,12660000000.0,14.858,1510000000.0,1.00,19.30,15.50,1640000000.0,1.066,12480000000.0,0.935,9.296,5200000000.0,0.14,4.31,,16390000.0,1.10,1.10,14900000.0,1.0,65.30
118,2008-01-23 23:41:45,1201102905.0,abt,21.53,-5.99,1338.599976,-38.18,32.19,0.784,46.71,3.57,5.69,7.74,17.36,7.62,12.34,16.177,89580000000.0,98530000000.0,N/A,1.66,3.96,16.136,3.96,12660000000.0,16.136,1930000000.0,1.24,0.20,14.40,2550000000.0,1.65,12240000000.0,1.045,10.101,5420000000.0,0.13,0.15,,8770000.0,1.8,0.60,11750000.0,1.0,67.30
119,2008-04-28 03:46:55,1209325615.0,abt,19.3,-14.15,1396.369995,-38.76,24.61,0.687,20.80,2.94,4.40,14.39,18.25,N/A,N/A,17.319,80030000000.0,89420000000.0,N/A,1.32,3.35,13.157,3.35,14490000000.0,13.157,3850000000.0,2.47,34.50,13.80,2820000000.0,1.808,12210000000.0,N/A,11.471,N/A,0.07,0.15,,9530000.0,0.60,0.60,13070000.0,1.0,69.80
120,2008-10-23 21:57:42,1224770262.0,abt,20.86,-3.64,908.109985,18.88,-22.52,0.732,18.88,2.88,4.38,15.79,19.70,N/A,N/A,18.658,84820000000.0,95020000000.0,N/A,1.36,3.30,12.579,3.30,14490000000.0,12.579,4550000000.0,2.91,51.30,17.60,5180000000.0,3.359,13890000000.0,N/A,12.299,N/A,0.16,0.16,,12000000.0,1.4,0.80,12230000.0,0.0,67.90
121,2008-12-25 05:30:56,1230154256.0,abt,19.98,6.11,871.630005,28.27,-22.16,0.546,18.07,2.83,4.21,15.79,19.70,8.93,26.02,18.649,81690000000.0,88580000000.0,N/A,1.33,3.08,11.698,3.08,14490000000.0,11.698,4550000000.0,2.91,51.30,17.60,3770000000.0,2.428,10560000000.0,1.593,12.468,6810000000.0,0.36,0.16,,13420000.0,1.2,0.90,13470000.0,0.0,69.00
122,2011-08-05 04:11:33,1312488693.0,abt,20.91,36.15,1199.380005,14.67,21.48,76.17,14.86,2.10,3.17,13.77,19.24,N/A,N/A,24.08,75800000000.0,90490000000.0,9.77,1.21,2.43,9.00,2.43,20500000000.0,9.00,5140000000.0,3.28,50.40,9.00,6500000000.0,4.18,18830000000.0,N/A,15.85,75800000000.0,0.30,0.17,,13290000.0,2.30,N/A,13220000.0,1.0,66.40
123,2011-09-02 09:24:27,1314926667.0,abt,21.24,33.05,1173.969971,20.15,12.9,68.83,15.83,2.17,3.06,13.78,19.88,8.03,22.12,24.06,80850000000.0,90170000000.0,10.41,1.27,2.42,8.70,2.42,20500000000.0,8.70,5130000000.0,3.28,50.40,9.00,8890000000.0,5.71,18220000000.0,1.52,16.95,80850000000.0,0.28,0.17,,15160000.0,1.50,N/A,13680000.0,1.0,66.40
124,2011-11-02 06:21:21,1320186081.0,abt,22.21,27.83,1237.900024,15.32,12.51,68.83,18.20,2.18,3.18,11.84,21.04,N/A,N/A,24.76,82120000000.0,91450000000.0,10.51,1.25,2.38,8.14,2.38,20500000000.0,8.14,4550000000.0,2.90,66.00,13.20,8890000000.0,5.71,18220000000.0,N/A,16.95,82120000000.0,0.34,0.17,,20820000.0,2.00,N/A,20860000.0,1.0,66.40
